Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Spain,ESP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1191.466578
Spain,ESP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.728788477
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.717715637
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.074526441
Sri Lanka,LKA,"Air transport, passengers carried",IS.AIR.PSGR,5582446
Sri Lanka,LKA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,394.05
Sri Lanka,LKA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.96439581
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,0.611875946
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.187374245
St. Kitts and Nevis,KNA,"Air transport, passengers carried",IS.AIR.PSGR,..
St. Kitts and Nevis,KNA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
St. Kitts and Nevis,KNA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.789142812
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,-0.102646831
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.993566017
St. Lucia,LCA,"Air transport, passengers carried",IS.AIR.PSGR,..
St. Lucia,LCA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
St. Lucia,LCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.22131742
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,0.389934037
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
St. Martin (French part),MAF,"Air transport, passengers carried",IS.AIR.PSGR,..
St. Martin (French part),MAF,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
St. Martin (French part),MAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,-2.183055951
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.240669437
St. Vincent and the Grenadines,VCT,"Air transport, passengers carried",IS.AIR.PSGR,..
St. Vincent and the Grenadines,VCT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
St. Vincent and the Grenadines,VCT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.12973864
St. Vincent and the Grenadines,VCT,Population growth (annual %),SP.POP.GROW,-0.339668746
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.511922937
Sudan,SDN,"Air transport, passengers carried",IS.AIR.PSGR,530001
Sudan,SDN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.0755
Sudan,SDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,54.67729786
Sudan,SDN,Population growth (annual %),SP.POP.GROW,2.893589969
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.42581305
Suriname,SUR,"Air transport, passengers carried",IS.AIR.PSGR,236601
Suriname,SUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,32.227
Suriname,SUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.17742119
Suriname,SUR,Population growth (annual %),SP.POP.GROW,1.103178985
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.401593966
Sweden,SWE,"Air transport, passengers carried",IS.AIR.PSGR,50957868.6
Sweden,SWE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,985.6556717
Sweden,SWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,5.647572855
Sweden,SWE,Population growth (annual %),SP.POP.GROW,1.013722263
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.358609865
Switzerland,CHE,"Air transport, passengers carried",IS.AIR.PSGR,30339654
Switzerland,CHE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1640.735
Switzerland,CHE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.902709701
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,0.713313668
Syrian Arab Republic,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.335459488
Syrian Arab Republic,SYR,"Air transport, passengers carried",IS.AIR.PSGR,18456.64505
Syrian Arab Republic,SYR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.024356691
Syrian Arab Republic,SYR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.95362503
Syrian Arab Republic,SYR,Population growth (annual %),SP.POP.GROW,3.87953676
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.960233171
Tajikistan,TJK,"Air transport, passengers carried",IS.AIR.PSGR,539094.616
Tajikistan,TJK,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.506005423
Tajikistan,TJK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,38.31858602
Tajikistan,TJK,Population growth (annual %),SP.POP.GROW,2.262424935
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.249877327
Tanzania,TZA,"Air transport, passengers carried",IS.AIR.PSGR,1498093
Tanzania,TZA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.962933
Tanzania,TZA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.74048013
Tanzania,TZA,Population growth (annual %),SP.POP.GROW,3.02174626
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.849043757
Thailand,THA,"Air transport, passengers carried",IS.AIR.PSGR,76344410
Thailand,THA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2327.667095
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,27.40271356
Thailand,THA,Population growth (annual %),SP.POP.GROW,0.252691237
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.482334951
Timor-Leste,TLS,"Air transport, passengers carried",IS.AIR.PSGR,..
Timor-Leste,TLS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Timor-Leste,TLS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.65130893
Timor-Leste,TLS,Population growth (annual %),SP.POP.GROW,1.462727124
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.296284381
Togo,TGO,"Air transport, passengers carried",IS.AIR.PSGR,633629
Togo,TGO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,14.624076
Togo,TGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,46.21037553
Togo,TGO,Population growth (annual %),SP.POP.GROW,2.411629916
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.538813351
Tonga,TON,"Air transport, passengers carried",IS.AIR.PSGR,..
Tonga,TON,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Tonga,TON,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.58622123
Tonga,TON,Population growth (annual %),SP.POP.GROW,-0.189432758
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.31303229
Trinidad and Tobago,TTO,"Air transport, passengers carried",IS.AIR.PSGR,2583595
Trinidad and Tobago,TTO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,47.338148
Trinidad and Tobago,TTO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.97072547
Trinidad and Tobago,TTO,Population growth (annual %),SP.POP.GROW,1.008120513
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.576495226
Tunisia,TUN,"Air transport, passengers carried",IS.AIR.PSGR,4335325
Tunisia,TUN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,13.092473
Tunisia,TUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.42981942
Tunisia,TUN,Population growth (annual %),SP.POP.GROW,0.969662162
Turkiye,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.828961059
Turkiye,TUR,"Air transport, passengers carried",IS.AIR.PSGR,111131475
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,6815.50975
Turkiye,TUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.03180162
Turkiye,TUR,Population growth (annual %),SP.POP.GROW,1.429696881
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.26753615
Turkmenistan,TKM,"Air transport, passengers carried",IS.AIR.PSGR,2081424.32
Turkmenistan,TKM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,16.55784
Turkmenistan,TKM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,26.19766251
Turkmenistan,TKM,Population growth (annual %),SP.POP.GROW,1.527482669
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Turks and Caicos Islands,TCA,"Air transport, passengers carried",IS.AIR.PSGR,..
Turks and Caicos Islands,TCA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Turks and Caicos Islands,TCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Turks and Caicos Islands,TCA,Population growth (annual %),SP.POP.GROW,3.767872714
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.81234027
Tuvalu,TUV,"Air transport, passengers carried",IS.AIR.PSGR,..
Tuvalu,TUV,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Tuvalu,TUV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,6.02840838
Tuvalu,TUV,Population growth (annual %),SP.POP.GROW,0.834063769
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.138373162
Uganda,UGA,"Air transport, passengers carried",IS.AIR.PSGR,19822.5
Uganda,UGA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.055324647
Uganda,UGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,35.21822646
Uganda,UGA,Population growth (annual %),SP.POP.GROW,3.395090564
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.933652536
Ukraine,UKR,"Air transport, passengers carried",IS.AIR.PSGR,7604522.332
Ukraine,UKR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,75.617661
Ukraine,UKR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,14.53144476
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,-0.53099416
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.15334483
United Arab Emirates,ARE,"Air transport, passengers carried",IS.AIR.PSGR,93995208.09
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,14765.59958
United Arab Emirates,ARE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,43.66702552
United Arab Emirates,ARE,Population growth (annual %),SP.POP.GROW,0.779087177
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.175842473
United Kingdom,GBR,"Air transport, passengers carried",IS.AIR.PSGR,142392528
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,5851.19
United Kingdom,GBR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,10.09284402
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,0.564131113
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.67338071
United States,USA,"Air transport, passengers carried",IS.AIR.PSGR,926737000
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,42498.26266
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,7.663692516
United States,USA,Population growth (annual %),SP.POP.GROW,0.455381286
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.985381557
Uruguay,URY,"Air transport, passengers carried",IS.AIR.PSGR,..
Uruguay,URY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Uruguay,URY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.533862914
Uruguay,URY,Population growth (annual %),SP.POP.GROW,0.039880674
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.504662697
Uzbekistan,UZB,"Air transport, passengers carried",IS.AIR.PSGR,3685192
Uzbekistan,UZB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,70.49835
Uzbekistan,UZB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,34.78609557
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,1.876470167
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.548284517
Vanuatu,VUT,"Air transport, passengers carried",IS.AIR.PSGR,466865.0531
Vanuatu,VUT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.109910736
Vanuatu,VUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,12.88296752
Vanuatu,VUT,Population growth (annual %),SP.POP.GROW,2.362076374
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.71059907
"Venezuela, RB",VEN,"Air transport, passengers carried",IS.AIR.PSGR,1516839
"Venezuela, RB",VEN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.183573
"Venezuela, RB",VEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.74698878
"Venezuela, RB",VEN,Population growth (annual %),SP.POP.GROW,-2.904995745
Viet Nam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.567848369
Viet Nam,VNM,"Air transport, passengers carried",IS.AIR.PSGR,53227026
Viet Nam,VNM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1022.84225
Viet Nam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.3898157
Viet Nam,VNM,Population growth (annual %),SP.POP.GROW,0.904491215
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Virgin Islands (U.S.),VIR,"Air transport, passengers carried",IS.AIR.PSGR,..
Virgin Islands (U.S.),VIR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
Virgin Islands (U.S.),VIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.996021018
Virgin Islands (U.S.),VIR,Population growth (annual %),SP.POP.GROW,-0.310759833
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
West Bank and Gaza,PSE,"Air transport, passengers carried",IS.AIR.PSGR,..
West Bank and Gaza,PSE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
West Bank and Gaza,PSE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,31.30254529
West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,2.511782463
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.354864477
"Yemen, Rep.",YEM,"Air transport, passengers carried",IS.AIR.PSGR,..
"Yemen, Rep.",YEM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
"Yemen, Rep.",YEM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.46696713
"Yemen, Rep.",YEM,Population growth (annual %),SP.POP.GROW,2.426207929
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.414336364
Zambia,ZMB,"Air transport, passengers carried",IS.AIR.PSGR,17505.68964
Zambia,ZMB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,79.335
Zambia,ZMB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,25.92546019
Zambia,ZMB,Population growth (annual %),SP.POP.GROW,3.007618107
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.663338328
Zimbabwe,ZWE,"Air transport, passengers carried",IS.AIR.PSGR,..
Zimbabwe,ZWE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0
Zimbabwe,ZWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.83469969
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,1.989252748
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 03/28/2024,,,,
